Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Mckinney, Marcus","Hoffman, Tina",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - DUMBO,2/13/2024 0:00,2/13/2024 0:00,fresh produce,12.37
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Bay Ridge,1/2/2024 0:00,1/2/2024 0:00,pharmacy,17.91
"Church, Joshua","Flores, Angela",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Whitestone,6/5/2025 0:00,6/5/2025 0:00,bakery,12.43
"Jordan, Carla","Flores, Angela",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Whitestone,10/10/2024 0:00,10/10/2024 0:00,fresh produce,18.1
"Church, Joshua","Cooper, Robert",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Bay Ridge,6/19/2025 0:00,6/19/2025 0:00,seafood,18.39
"Chambers, Jeffrey","Flores, Angela",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Whitestone,8/11/2023 0:00,8/11/2023 0:00,frozen foods,14.09
"Burns, Kendra","Flores, Angela",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Whitestone,12/20/2023 0:00,12/20/2023 0:00,dry goods,15.73
"Spears, Erin","Hoffman, Tina",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - DUMBO,12/1/2024 0:00,12/1/2024 0:00,dairy,19.73
"Sosa, David","Hoffman, Tina",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - DUMBO,11/11/2024 0:00,11/11/2024 0:00,seafood,17.26
"Vasquez, Peter","Flores, Angela",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Whitestone,11/11/2023 0:00,11/11/2023 0:00,pharmacy,14.97
"Frederick, Evan","Farrell, Christopher",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Staten Island,11/4/2023 0:00,11/4/2023 0:00,dairy,19.76
"Sean, Mr.","Ellis, Grant",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,4/20/2024 0:00,4/20/2024 0:00,deli,15.57
"Moyer, Steven","Cooper, Robert",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Bay Ridge,8/6/2023 0:00,8/6/2023 0:00,pharmacy,17.4
"Walls, Kristen","Farrell, Christopher",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Staten Island,12/25/2023 0:00,12/25/2023 0:00,cashier,27.11
"Atkinson, Gary","Hoffman, Tina",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - DUMBO,8/25/2023 0:00,8/25/2023 0:00,meats,13.61
"Harrell, Angie","Flores, Angela",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Whitestone,6/23/2024 0:00,6/23/2024 0:00,pharmacy,17.14
"Moore, Jason","Flores, Angela",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Whitestone,7/3/2024 0:00,7/3/2024 0:00,deli,13.63
"Blanchard, Ricky","Ellis, Grant",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Tribeca,6/3/2024 0:00,6/3/2024 0:00,fresh produce,17.23
"Warren, Timothy","Farrell, Christopher",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Staten Island,7/31/2024 0:00,7/31/2024 0:00,pharmacy,15.73
"Walters, Jay","Farrell, Christopher",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - Staten Island,8/16/2025 0:00,8/16/2025 0:00,fresh produce,14.41
"Church, Joshua","Hoffman, Tina",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - DUMBO,7/8/2025 0:00,7/8/2025 0:00,seafood,17.58
"Terri, Mrs.","Flores, Angela",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Whitestone,2/2/2024 0:00,2/2/2024 0:00,cashier,14.49
"Gross, Andrew","Ellis, Grant",andrew.gross@abcfoodmart.com,4/30/2022,ABC Foodmart - Tribeca,4/21/2023 0:00,4/21/2023 0:00,deli,12.83
"Rogers, Mark","Cooper, Robert",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Bay Ridge,3/29/2024 0:00,3/29/2024 0:00,meats,14.24
"Thomas, Robert","Hoffman, Tina",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - DUMBO,12/11/2023 0:00,12/11/2023 0:00,deli,12.72
"Jacobs, Brenda","Cooper, Robert",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Bay Ridge,2/9/2025 0:00,2/9/2025 0:00,customer service,17.7
"Hayes, Brandon","Farrell, Christopher",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Staten Island,9/12/2023 0:00,9/12/2023 0:00,pharmacy,19.32
"Jessica, Ms.","Ellis, Grant",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Tribeca,6/18/2023 0:00,6/18/2023 0:00,fresh produce,13.51
"Conrad, Frederick","Ellis, Grant",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Tribeca,5/12/2025 0:00,5/12/2025 0:00,fresh produce,14.01
"Hughes, Christopher","Ellis, Grant",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Tribeca,11/6/2023 0:00,11/6/2023 0:00,deli,15.2
"Riley, Ashley","Farrell, Christopher",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Staten Island,12/28/2023 0:00,12/28/2023 0:00,cashier,17.51
"Myers, Gary","Farrell, Christopher",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Staten Island,8/8/2024 0:00,8/8/2024 0:00,floral,17.09
"Eric, Mr.","Hoffman, Tina",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - DUMBO,6/22/2023 0:00,6/22/2023 0:00,floral,16.51
"Burns, Kendra","Flores, Angela",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Whitestone,12/25/2023 0:00,12/25/2023 0:00,meats,20.2
"Long, Kirsten","Ellis, Grant",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Tribeca,5/18/2025 0:00,5/18/2025 0:00,floral,15.57
"Hughes, Christopher","Farrell, Christopher",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Staten Island,12/1/2023 0:00,12/1/2023 0:00,fresh produce,15.87
"Colon, Lindsey","Farrell, Christopher",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Staten Island,7/27/2024 0:00,7/27/2024 0:00,customer service,16.02
"Sosa, David","Cooper, Robert",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Bay Ridge,11/13/2024 0:00,11/13/2024 0:00,bakery,15.09
"Conrad, Frederick","Ellis, Grant",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Tribeca,5/21/2025 0:00,5/21/2025 0:00,cashier,15.88
"Blanchard, Ricky","Cooper, Robert",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Bay Ridge,7/2/2024 0:00,7/2/2024 0:00,deli,15.59
"Perry, Andrea","Ellis, Grant",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Tribeca,9/1/2024 0:00,9/1/2024 0:00,floral,19.5
"Durham, Denise","Ellis, Grant",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Tribeca,1/9/2024 0:00,1/9/2024 0:00,pharmacy,12.18
"Nichols, Brandon","Flores, Angela",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - Whitestone,5/14/2025 0:00,5/14/2025 0:00,pharmacy,16.33
"Horton, Ashley","Ellis, Grant",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Tribeca,4/19/2025 0:00,4/19/2025 0:00,pharmacy,18.93
"Ellis, Lauren","Cooper, Robert",lauren.ellis@abcfoodmart.com,10/22/2022,ABC Foodmart - Bay Ridge,12/4/2023 0:00,12/4/2023 0:00,fresh produce,17.03
"Day, Natasha","Hoffman, Tina",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - DUMBO,6/1/2024 0:00,6/1/2024 0:00,seafood,18.26
"Thompson, Matthew","Ellis, Grant",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Tribeca,3/18/2023 0:00,3/18/2023 0:00,floral,17.55
"Sean, Mr.","Cooper, Robert",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Bay Ridge,5/3/2024 0:00,5/3/2024 0:00,pharmacy,14.53
"Perry, Andrea","Ellis, Grant",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Tribeca,9/14/2024 0:00,9/14/2024 0:00,customer service,14.41
"Eric, Mr.","Farrell, Christopher",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Staten Island,7/9/2023 0:00,7/9/2023 0:00,floral,18.44
"Dodson, Courtney","Flores, Angela",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - Whitestone,5/7/2024 0:00,5/7/2024 0:00,floral,14
"Chambers, Jeffrey","Flores, Angela",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Whitestone,8/27/2023 0:00,8/27/2023 0:00,customer service,14.9
"Werner, Kara","Farrell, Christopher",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Staten Island,3/26/2025 0:00,3/26/2025 0:00,pharmacy,16.76
"Gross, Andrew","Hoffman, Tina",andrew.gross@abcfoodmart.com,4/30/2022,ABC Foodmart - DUMBO,4/26/2023 0:00,4/26/2023 0:00,bakery,19.16
"Jones, Evelyn","Cooper, Robert",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Bay Ridge,3/29/2025 0:00,3/29/2025 0:00,deli,16.69
"Gardner, Laura","Farrell, Christopher",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Staten Island,12/11/2024 0:00,12/11/2024 0:00,frozen foods,13.94
"Hull, Shane","Ellis, Grant",shane.hull@abcfoodmart.com,1/9/2024,ABC Foodmart - Tribeca,4/10/2025 0:00,4/10/2025 0:00,dairy,12.69
"Bryan, Mr.","Ellis, Grant",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - Tribeca,11/26/2024 0:00,11/26/2024 0:00,floral,12.52
"Woods, Marcus","Farrell, Christopher",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Staten Island,2/4/2025 0:00,2/4/2025 0:00,frozen foods,14.15
"Walls, Kristen","Farrell, Christopher",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Staten Island,12/28/2023 0:00,12/28/2023 0:00,bakery,17.62
"Horton, Mark","Flores, Angela",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Whitestone,10/18/2023 0:00,10/18/2023 0:00,deli,19.45
"Alvarez, Brenda","Hoffman, Tina",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - DUMBO,1/20/2025 0:00,1/20/2025 0:00,deli,15.73
"Shah, Amanda","Farrell, Christopher",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - Staten Island,11/3/2024 0:00,11/3/2024 0:00,meats,12.62
"Thompson, Matthew","Flores, Angela",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Whitestone,4/6/2023 0:00,4/6/2023 0:00,pharmacy,14.27
"Pena, Johnathan","Hoffman, Tina",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - DUMBO,2/15/2024 0:00,2/15/2024 0:00,pharmacy,15.59
"Brooks, Renee","Hoffman, Tina",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - DUMBO,8/30/2024 0:00,8/30/2024 0:00,frozen foods,19.16
"Vasquez, Peter","Cooper, Robert",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Bay Ridge,11/26/2023 0:00,11/26/2023 0:00,floral,14.97
"Jones, Evelyn","Ellis, Grant",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Tribeca,3/30/2025 0:00,3/30/2025 0:00,customer service,12.7
"Foster, Jennifer","Hoffman, Tina",jennifer.foster@abcfoodmart.com,6/15/2023,ABC Foodmart - DUMBO,11/16/2024 0:00,11/16/2024 0:00,pharmacy,17.66
"Bennett, Alec","Cooper, Robert",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Bay Ridge,7/14/2024 0:00,7/14/2024 0:00,floral,12.31
"Henderson, Nancy","Hoffman, Tina",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - DUMBO,10/20/2024 0:00,10/20/2024 0:00,cashier,12.37
"Gardner, Laura","Ellis, Grant",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Tribeca,1/8/2025 0:00,1/8/2025 0:00,bakery,18.12
"Garcia, Sarah","Cooper, Robert",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Bay Ridge,2/29/2024 0:00,2/29/2024 0:00,dairy,12.92
"Roach, Christine","Farrell, Christopher",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Staten Island,11/18/2024 0:00,11/18/2024 0:00,floral,17.83
"Burns, Kendra","Hoffman, Tina",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - DUMBO,1/7/2024 0:00,1/7/2024 0:00,frozen foods,19.17
"Randolph, Emily","Farrell, Christopher",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - Staten Island,4/14/2024 0:00,4/14/2024 0:00,cashier,15.78
"Moyer, Steven","Hoffman, Tina",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - DUMBO,8/10/2023 0:00,8/10/2023 0:00,dairy,13.83
"Chambers, Jeffrey","Hoffman, Tina",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - DUMBO,9/16/2023 0:00,9/16/2023 0:00,fresh produce,14.95
"Wells, Monica","Farrell, Christopher",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - Staten Island,3/7/2025 0:00,3/7/2025 0:00,fresh produce,13.02
"Vasquez, Peter","Cooper, Robert",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Bay Ridge,12/8/2023 0:00,12/8/2023 0:00,customer service,13.52
"Jessica, Ms.","Hoffman, Tina",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - DUMBO,7/13/2023 0:00,7/13/2023 0:00,pharmacy,12.19
"Jessica, Ms.","Cooper, Robert",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Bay Ridge,8/10/2023 0:00,8/10/2023 0:00,dairy,12.29
"Burns, Kendra","Flores, Angela",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Whitestone,1/14/2024 0:00,1/14/2024 0:00,pharmacy,13.24
"Pena, Johnathan","Flores, Angela",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Whitestone,3/6/2024 0:00,3/6/2024 0:00,seafood,17.12
"Marquez, Jeffrey","Hoffman, Tina",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - DUMBO,2/9/2024 0:00,2/9/2024 0:00,customer service,18.79
"Sean, Mr.","Ellis, Grant",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,5/4/2024 0:00,5/4/2024 0:00,frozen foods,16
"Campbell, Brittany","Ellis, Grant",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,3/24/2024 0:00,3/24/2024 0:00,customer service,13.14
"Meyer, James","Ellis, Grant",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Tribeca,11/12/2023 0:00,11/12/2023 0:00,dry goods,14.44
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Staten Island,3/6/2024 0:00,3/6/2024 0:00,cashier,18.01
"Hughes, Christopher","Ellis, Grant",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Tribeca,12/21/2023 0:00,12/21/2023 0:00,dry goods,15.03
"Torres, Steven","Farrell, Christopher",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Staten Island,7/2/2024 0:00,7/2/2024 0:00,deli,18.87
"Garcia, Sarah","Ellis, Grant",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Tribeca,3/12/2024 0:00,3/12/2024 0:00,bakery,19.43
"Shah, Amanda","Flores, Angela",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - Whitestone,11/11/2024 0:00,11/11/2024 0:00,dairy,13.53
"Payne, Samantha","Ellis, Grant",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Tribeca,5/14/2025 0:00,5/14/2025 0:00,meats,16.06
"Thompson, Matthew","Cooper, Robert",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Bay Ridge,4/12/2023 0:00,4/12/2023 0:00,frozen foods,17.26
"Galvan, Lori","Flores, Angela",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - Whitestone,5/19/2023 0:00,5/19/2023 0:00,meats,18.7
"Vasquez, Peter","Flores, Angela",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Whitestone,12/23/2023 0:00,12/23/2023 0:00,customer service,15.48
"Wilson, Jill","Ellis, Grant",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Tribeca,5/5/2024 0:00,5/5/2024 0:00,meats,13.8
"Horton, Ashley","Hoffman, Tina",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - DUMBO,4/23/2025 0:00,4/23/2025 0:00,pharmacy,15.64
"Jones, Christopher","Hoffman, Tina",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - DUMBO,9/12/2023 0:00,9/12/2023 0:00,frozen foods,18.32
"Wilson, Jill","Cooper, Robert",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Bay Ridge,5/30/2024 0:00,5/30/2024 0:00,meats,12.71
"Walls, Kristen","Hoffman, Tina",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - DUMBO,1/12/2024 0:00,1/12/2024 0:00,bakery,12.96
"Waters, Julie","Ellis, Grant",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Tribeca,6/9/2024 0:00,6/9/2024 0:00,dairy,16.79
"Mckenzie, William","Ellis, Grant",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Tribeca,1/26/2024 0:00,1/26/2024 0:00,floral,13.68
"Jordan, Carla","Flores, Angela",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Whitestone,11/3/2024 0:00,11/3/2024 0:00,bakery,19
"Vasquez, Peter","Flores, Angela",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Whitestone,1/10/2024 0:00,1/10/2024 0:00,cashier,17.66
"Campbell, Brittany","Ellis, Grant",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,4/15/2024 0:00,4/15/2024 0:00,dairy,14.7
"Smith, Diana","Flores, Angela",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - Whitestone,7/26/2024 0:00,7/26/2024 0:00,meats,15.29
"Werner, Kara","Flores, Angela",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Whitestone,4/21/2025 0:00,4/21/2025 0:00,dairy,15.51
"Marquez, Jeffrey","Hoffman, Tina",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - DUMBO,4/1/2024 0:00,4/1/2024 0:00,fresh produce,14.03
"Payne, Samantha","Ellis, Grant",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Tribeca,5/17/2025 0:00,5/17/2025 0:00,customer service,17.16
"Jackson, Gary","Flores, Angela",gary.jackson@abcfoodmart.com,9/8/2022,ABC Foodmart - Whitestone,7/2/2023 0:00,7/2/2023 0:00,bakery,18.53
"Burns, Kendra","Hoffman, Tina",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - DUMBO,2/6/2024 0:00,2/6/2024 0:00,bakery,17.36
"Spears, Erin","Ellis, Grant",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Tribeca,12/13/2024 0:00,12/13/2024 0:00,seafood,16.77
"Vasquez, Peter","Ellis, Grant",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Tribeca,2/5/2024 0:00,2/5/2024 0:00,pharmacy,12.26
"Thomas, Robert","Hoffman, Tina",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - DUMBO,1/1/2024 0:00,1/1/2024 0:00,fresh produce,24.56
"Mckenzie, William","Flores, Angela",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Whitestone,2/9/2024 0:00,2/9/2024 0:00,dairy,13.94
"Rogers, Mark","Farrell, Christopher",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Staten Island,4/1/2024 0:00,4/1/2024 0:00,dairy,18.46
"Walters, Jay","Hoffman, Tina",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - DUMBO,8/20/2025 0:00,8/20/2025 0:00,fresh produce,19.13
"Johnson, Samantha","Hoffman, Tina",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - DUMBO,7/11/2024 0:00,7/11/2024 0:00,customer service,14.33
"Moon, James","Ellis, Grant",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Tribeca,9/22/2024 0:00,9/22/2024 0:00,frozen foods,16.31
"Long, Kirsten","Hoffman, Tina",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - DUMBO,6/1/2025 0:00,6/1/2025 0:00,dry goods,15.06
"Vasquez, Peter","Cooper, Robert",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Bay Ridge,2/8/2024 0:00,2/8/2024 0:00,seafood,19.44
"Hayes, Brandon","Hoffman, Tina",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - DUMBO,9/26/2023 0:00,9/26/2023 0:00,frozen foods,19.26
"Wells, Monica","Hoffman, Tina",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - DUMBO,3/14/2025 0:00,3/14/2025 0:00,cashier,16.99
"Garcia, Sarah","Flores, Angela",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Whitestone,4/7/2024 0:00,4/7/2024 0:00,deli,16.51
"Kerr, Jason","Farrell, Christopher",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Staten Island,2/9/2024 0:00,2/9/2024 0:00,customer service,19.35
"Meyer, James","Farrell, Christopher",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - Staten Island,12/7/2023 0:00,12/7/2023 0:00,meats,14.55
"Horton, Mark","Cooper, Robert",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Bay Ridge,10/31/2023 0:00,10/31/2023 0:00,bakery,17.5
"Day, Natasha","Hoffman, Tina",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - DUMBO,6/2/2024 0:00,6/2/2024 0:00,cashier,17.09
"Mckenzie, William","Flores, Angela",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Whitestone,2/27/2024 0:00,2/27/2024 0:00,cashier,19.45
"Hayes, Brandon","Ellis, Grant",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Tribeca,10/8/2023 0:00,10/8/2023 0:00,floral,12.4
"Rogers, Mark","Flores, Angela",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Whitestone,4/7/2024 0:00,4/7/2024 0:00,dry goods,12.91
"Bryan, Mr.","Hoffman, Tina",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - DUMBO,12/15/2024 0:00,12/15/2024 0:00,floral,15.66
"Jones, Evelyn","Flores, Angela",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Whitestone,4/20/2025 0:00,4/20/2025 0:00,pharmacy,12.45
"Hughes, Christopher","Flores, Angela",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Whitestone,12/28/2023 0:00,12/28/2023 0:00,meats,13.27
"Perry, Andrea","Flores, Angela",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Whitestone,10/1/2024 0:00,10/1/2024 0:00,dry goods,12.17
"Thompson, Matthew","Hoffman, Tina",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - DUMBO,5/1/2023 0:00,5/1/2023 0:00,cashier,15.69
"Alvarez, Brenda","Flores, Angela",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Whitestone,2/3/2025 0:00,2/3/2025 0:00,customer service,15.51
"Church, Joshua","Farrell, Christopher",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Staten Island,7/9/2025 0:00,7/9/2025 0:00,bakery,18.44
"Henderson, Nancy","Farrell, Christopher",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - Staten Island,10/27/2024 0:00,10/27/2024 0:00,fresh produce,12.54
"Chambers, Jeffrey","Ellis, Grant",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Tribeca,9/30/2023 0:00,9/30/2023 0:00,meats,19.99
"Brooks, Renee","Flores, Angela",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - Whitestone,9/16/2024 0:00,9/16/2024 0:00,pharmacy,13.49
"Payne, Samantha","Ellis, Grant",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Tribeca,6/3/2025 0:00,6/3/2025 0:00,pharmacy,17.71
"Colon, Lindsey","Flores, Angela",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Whitestone,8/5/2024 0:00,8/5/2024 0:00,cashier,16.47
"Perry, Andrea","Flores, Angela",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Whitestone,10/10/2024 0:00,10/10/2024 0:00,frozen foods,12.44
"Church, Joshua","Hoffman, Tina",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - DUMBO,7/11/2025 0:00,7/11/2025 0:00,deli,17.01
"Ellis, Lauren","Cooper, Robert",lauren.ellis@abcfoodmart.com,10/22/2022,ABC Foodmart - Bay Ridge,12/16/2023 0:00,12/16/2023 0:00,frozen foods,12.41
"Long, Kirsten","Farrell, Christopher",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Staten Island,6/4/2025 0:00,6/4/2025 0:00,floral,17.64
"Waters, Julie","Flores, Angela",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Whitestone,6/25/2024 0:00,6/25/2024 0:00,seafood,13.72
"Horton, Mark","Farrell, Christopher",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Staten Island,11/3/2023 0:00,11/3/2023 0:00,frozen foods,16.54
"Terri, Mrs.","Ellis, Grant",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Tribeca,2/16/2024 0:00,2/16/2024 0:00,bakery,17.33
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,1/4/2024 0:00,1/4/2024 0:00,dairy,12.67
"Williams, Michael","Flores, Angela",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Whitestone,7/28/2024 0:00,7/28/2024 0:00,customer service,19.86
"Ellis, Lauren","Cooper, Robert",lauren.ellis@abcfoodmart.com,10/22/2022,ABC Foodmart - Bay Ridge,12/23/2023 0:00,12/23/2023 0:00,frozen foods,18.15
"Kerr, Jason","Ellis, Grant",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Tribeca,3/2/2024 0:00,3/2/2024 0:00,frozen foods,15.3
